Guardalben,505,911042,0.44
Fusaschi,878,546035,0.42
Alfaro,203,851656,0.10
Babaguchi,870,43416,0.76
Carrier,402,903175,0.26
Nunn,417,914494,0.75
Smotrovs,304,376071,0.87
Rudaz,443,407585,0.19
Kelb,801,540602,0.42
Hansmann,707,224280,0.44
Diebold,484,36672,0.08
Sabadini,939,222746,0.42
Emond,260,266945,0.51
Pinar,802,62293,0.49
Gusella,401,882500,0.94
Borgelt,636,374586,0.39
Livadas,240,259342,0.46
Kalamatianos,301,744373,0.26
Dullea,785,35449,0.29
Schonhut,734,38442,0.25
Apsitis,971,906515,0.49
Faletti,769,720381,0.99
Belussi,903,35809,0.88
Greenbaum,202,168242,0.78
Mesnard,567,156711,0.87
Camarinopoulos,801,962608,0.66
Yamnitsky,918,920014,0.21
Plesow,908,653370,0.53
Peris,302,480514,0.17
Grizzle,623,488926,0.14
Inari,405,400365,0.41
Berbert,718,433075,0.96
Schoegge,551,959130,0.73
Kaye,603,371874,0.39
Kriegel,202,620724,0.23
Wadel,541,388316,0.87
Bahnasawi,808,381794,0.73
Stepanek,702,166961,0.93
