Guardalben,505,88013,0.61
Fusaschi,878,397704,0.90
Alfaro,203,824446,0.09
Babaguchi,870,35920,0.52
Carrier,402,399737,0.75
Nunn,417,499138,0.41
Smotrovs,304,199557,0.83
Rudaz,443,322441,0.43
Kelb,801,163383,0.98
Hansmann,707,6655,0.02
Diebold,484,279972,0.26
Sabadini,939,812862,0.13
Emond,260,480116,0.16
Pinar,802,760871,0.16
Gusella,401,619548,0.44
Borgelt,636,638893,0.27
Livadas,240,64784,0.63
Kalamatianos,301,632785,0.45
Dullea,785,462510,0.55
Schonhut,734,833350,0.29
Apsitis,971,202551,0.66
Faletti,769,507189,0.82
Belussi,903,278293,0.28
Greenbaum,202,483065,0.48
Mesnard,567,508385,0.32
Camarinopoulos,801,237186,0.27
Yamnitsky,918,506440,0.67
Plesow,908,70048,0.16
Peris,302,492087,0.28
Grizzle,623,725679,0.83
Inari,405,59686,0.53
Berbert,718,31935,0.43
Schoegge,551,330442,0.55
Kaye,603,96157,0.86
Kriegel,202,111784,0.11
Wadel,541,893175,0.72
Bahnasawi,808,291346,0.34
Stepanek,702,802089,0.24
